time,probability
1364,0.4719855611914937
1365,0.47875459718242586
1366,0.48552290192907654
1367,0.492288536606687
1368,0.49904957211526424
1369,0.5058040922079354
1370,0.5125501959883936
1371,0.519285992838305
1372,0.5260096013496532
1373,0.5327191572409671
1374,0.5394128167825838
1375,0.5460887594179
1376,0.5527451825782509
1377,0.5593802997472992
1378,0.5659923478255869
1379,0.5725795917064912
1380,0.5791403259289979
1381,0.5856728699232866
1382,0.5921755651858064
1383,0.5986467821347657
1384,0.605084925146252
1385,0.6114884344655083
1386,0.6178557802960685
1387,0.6241854605029029
1388,0.630476006421604
1389,0.6367259877203046
1390,0.6429340142742862
1391,0.649098730633007
1392,0.6552188132249781
1393,0.6612929753201341
1394,0.6673199714936564
1395,0.6732986002803049
1396,0.679227698187216
1397,0.6851061368008474
1398,0.6909328260208921
1399,0.696706716338831
1400,0.7024268109844736
1401,0.7080921494574522
1402,0.7137018076158143
1403,0.7192549023463819
1404,0.724750589740216
1405,0.7301880814828249
1406,0.7355666247064332
1407,0.740885505364281
1408,0.7461440478007082
1409,0.7513416142167613
1410,0.7564776265014872
1411,0.7615515398833752
1412,0.7665628472750389
1413,0.771511080505155
1414,0.7763957974238714
1415,0.7812166316051176
1416,0.7859732393665289
1417,0.7906653151314351
1418,0.7952925889129868
1419,0.7998548080491777
1420,0.8043518065302524
1421,0.8087834318743575
1422,0.8131495684522491
1423,0.817450132267882
1424,0.8216850395466523
1425,0.825854320182879
1426,0.8299579977196179
1427,0.833996130873641
1428,0.8379688080618055
1429,0.8418761027659935
1430,0.8457182168186185
1431,0.8494953346849148
1432,0.8532076715883372
1433,0.8568554690384294
1434,0.8604389307900121
1435,0.863958423911972
1436,0.8674142711933497
1437,0.870806826763987
1438,0.8741364630649388
1439,0.8774034699198818
1440,0.8806083862616085
1441,0.8837516548369707
1442,0.8868337432315836
1443,0.8898551403712783
1444,0.8928162199752939
1445,0.8957176435637035
1446,0.8985599541257874
1447,0.901343717553193
1448,0.9040695094635711
1449,0.9067377376919951
1450,0.909349203180182
1451,0.911904526270869
1452,0.9144043428183839
1453,0.9168493041182489
1454,0.9192398056779753
1455,0.9215767883383487
1456,0.9238609289677874
1457,0.9260929216086785
1458,0.9282734631439653
1459,0.9304029401251831
1460,0.9324823921528517
1461,0.9345125380397636
1462,0.936494104233423
1463,0.9384278221039615
1464,0.9403140040734883
1465,0.9421538242176369
1466,0.9439480170797461
1467,0.945697328342118
1468,0.9474024998966548
1469,0.949063768125442
1470,0.9506824114638065
1471,0.952259169599796
1472,0.9537947866479642
1473,0.9552900068867187
1474,0.956744956044892
1475,0.958161022976251
1476,0.9595389311736585
1477,0.9608794229957587
1478,0.9621832240464481
1479,0.9634503436380684
1480,0.9646822598418743
1481,0.965879681649244
1482,0.967043324302376
1483,0.9681738927220847
1484,0.969271281393757
1485,0.9703370307866795
1486,0.9713718271049901
1487,0.9723763483791301
1488,0.9733512657285391
1489,0.9742962844423673
1490,0.9752130822969801
1491,0.9761023074065992
1492,0.9769645946202736
1493,0.9778005876339841
1494,0.9786099085071871
1495,0.9793942260441593
1496,0.980154145361402
1497,0.9808902658946297
1498,0.9816031768762166
