floor1,prob_reach_floor1,prob_complete_after_floor1,floor1_2,prob_reach_floor1_2,prob_complete_after_floor1_2,floor1_2_3,prob_reach_floor1_2_3,prob_complete_after_floor1_2_3,total
531,0.041003,0.06719778406910008,1002,0.029719,0.10861396516586448,1568,0.007169,0.44727,2250
521,0.015881,0.09161922121937276,988,0.010923,0.16359693617424872,1559,0.004308,0.50272,2250
532,0.044502,0.06505180923841214,1006,0.038133,0.09554993085534054,1585,0.01703,0.26134,2282
530,0.037632,0.06939593476131409,998,0.02282,0.12284409201506367,1562,0.005052,0.49791,2280
521,0.015881,0.09161922121937276,993,0.015952,0.14229463445134527,1538,0.001101,0.72452,2240
503,0.001616,0.15016478838205044,977,0.004388,0.21681633205714562,1555,0.00341,0.55038,2242
501,0.001176,0.157872837837039,997,0.02129,0.12658592461451013,1605,0.040808,0.12226,2270
522,0.017592,0.08892693333344363,971,0.002533,0.2493023934405924,1515,0.000198,0.85989,2187
507,0.002863,0.13547385676804075,972,0.002811,0.2437300834521658,1606,0.042451,0.12152,2288
524,0.02167,0.08371250648363103,1010,0.048204,0.08362570274381714,1579,0.012812,0.30817,2296
531,0.041003,0.06719778406910008,995,0.018428,0.13429188775212894,1585,0.01703,0.26134,2257
510,0.004268,0.1250908756684736,962,0.001048,0.30203345299501594,1536,0.000971,0.72714,2248
509,0.00377,0.1284914524482879,1009,0.045482,0.08650170261383684,1606,0.042451,0.12152,2288
518,0.011439,0.10004136818048001,983,0.007318,0.186727058016664,1509,0.000124,0.88475,2232
533,0.048258,0.06295740354060068,977,0.004388,0.21681633205714562,1553,0.003059,0.59378,2280
522,0.017592,0.08892693333344363,974,0.003392,0.2327719264074534,1581,0.014124,0.30552,2273
507,0.002863,0.13547385676804075,1006,0.038133,0.09554993085534054,1587,0.01874,0.25879,2284
495,0.000401,0.18243367889979958,951,0.000321,0.37168404174874053,1576,0.010979,0.35135,2298
525,0.02388,0.0811894600154765,989,0.011784,0.1591890450684071,1499,5e-05,0.9229,2231
531,0.041003,0.06719778406910008,980,0.005703,0.20146093105263113,1563,0.005377,0.49641,2275
523,0.019568,0.08629150947747893,1002,0.029719,0.10861396516586448,1584,0.016284,0.26259,2291
518,0.011439,0.10004136818048001,994,0.017146,0.1382561561189221,1599,0.0319,0.15219,2296
526,0.026259,0.07872188529824783,972,0.002811,0.2437300834521658,1596,0.028082,0.18432,2294
531,0.041003,0.06719778406910008,1007,0.040545,0.09246325633583473,1610,0.049684,0.09661,2297
520,0.014267,0.09436879441500223,968,0.00189,0.266378594648863,1568,0.007169,0.44727,2260
525,0.02388,0.0811894600154765,982,0.00671,0.19156813642141995,1554,0.00322,0.55197,2271
522,0.017592,0.08892693333344363,997,0.02129,0.12658592461451013,1573,0.009359,0.39689,2285
530,0.037632,0.06939593476131409,992,0.014832,0.14640728029505454,1576,0.010979,0.35135,2278
524,0.02167,0.08371250648363103,967,0.001722,0.2721863629482276,1589,0.020539,0.22261,2276
510,0.004268,0.1250908756684736,1005,0.03579,0.09870788939133658,1580,0.013493,0.30675,2287
520,0.014267,0.09436879441500223,962,0.001048,0.30203345299501594,1577,0.011537,0.34986,2289
532,0.044502,0.06505180923841214,983,0.007318,0.186727058016664,1547,0.002073,0.64148,2284
532,0.044502,0.06505180923841214,982,0.00671,0.19156813642141995,1541,0.001371,0.68676,2273
530,0.037632,0.06939593476131409,984,0.007966,0.1819569959217331,1552,0.002885,0.5952,2189
535,0.056514,0.0589208016905911,1000,0.026039,0.11558202443498841,1603,0.037519,0.14832,2289
531,0.041003,0.06719778406910008,999,0.024403,0.11917618755716608,1576,0.010979,0.35135,2283
534,0.052241,0.0609139459038858,997,0.02129,0.12658592461451013,1609,0.04783,0.09745,2295
517,0.010187,0.10296509556568055,999,0.024403,0.11917618755716608,1577,0.011537,0.34986,2276
523,0.019568,0.08629150947747893,982,0.00671,0.19156813642141995,1537,0.001032,0.72583,2239
521,0.015881,0.09161922121937276,951,0.000321,0.37168404174874053,1554,0.00322,0.55197,2251
526,0.026259,0.07872188529824783,1003,0.031643,0.1052394915244936,1599,0.0319,0.15219,2296
515,0.008088,0.10898906461665049,946,0.000178,0.4046831880700783,1604,0.039127,0.12314,2289
528,0.031587,0.07395111427328879,980,0.005703,0.20146093105263113,1543,0.001585,0.68419,2240
534,0.052241,0.0609139459038858,1009,0.045482,0.08650170261383684,1597,0.029314,0.18339,2289
529,0.034503,0.07164685292425027,1006,0.038133,0.09554993085534054,1583,0.015542,0.30283,2291
524,0.02167,0.08371250648363103,977,0.004388,0.21681633205714562,1559,0.004308,0.50272,2276
531,0.041003,0.06719778406910008,1011,0.051058,0.08081874884681862,1597,0.029314,0.18339,2289
529,0.034503,0.07164685292425027,971,0.002533,0.2493023934405924,1564,0.005697,0.45301,2271
524,0.02167,0.08371250648363103,959,0.000756,0.3205363547882977,1559,0.004308,0.50272,2271
500,0.000991,0.16181715370253355,965,0.001382,0.28396770626223383,1561,0.004774,0.49948,2258
528,0.031587,0.07395111427328879,1010,0.048204,0.08362570274381714,1602,0.036068,0.14929,2299
525,0.02388,0.0811894600154765,992,0.014832,0.14640728029505454,1561,0.004774,0.49948,2233
535,0.056514,0.0589208016905911,1005,0.03579,0.09870788939133658,1609,0.04783,0.09745,2292
517,0.010187,0.10296509556568055,972,0.002811,0.2437300834521658,1551,0.002709,0.5966,2238
522,0.017592,0.08892693333344363,983,0.007318,0.186727058016664,1546,0.001944,0.64278,2223
529,0.034503,0.07164685292425027,986,0.009392,0.17263202146860682,1527,0.000498,0.79927,2229
534,0.052241,0.0609139459038858,997,0.02129,0.12658592461451013,1607,0.044143,0.12065,2294
494,0.000337,0.18673405706935078,944,0.00014,0.41804049157208395,1580,0.013493,0.30675,2287
523,0.019568,0.08629150947747893,994,0.017146,0.1382561561189221,1576,0.010979,0.35135,2248
520,0.014267,0.09436879441500223,1006,0.038133,0.09554993085534054,1606,0.042451,0.12152,2288
500,0.000991,0.16181715370253355,959,0.000756,0.3205363547882977,1562,0.005052,0.49791,2264
528,0.031587,0.07395111427328879,1001,0.027857,0.11206137253379161,1577,0.011537,0.34986,2274
516,0.009099,0.10594756054488935,1009,0.045482,0.08650170261383684,1588,0.019605,0.25758,2255
512,0.005586,0.1184704339272214,1007,0.040545,0.09246325633583473,1536,0.000971,0.72714,2258
532,0.044502,0.06505180923841214,1006,0.038133,0.09554993085534054,1578,0.012181,0.34839,2280
523,0.019568,0.08629150947747893,1004,0.033659,0.10193759807570915,1584,0.016284,0.26259,2286
524,0.02167,0.08371250648363103,1003,0.031643,0.1052394915244936,1592,0.023531,0.21899,2284
525,0.02388,0.0811894600154765,998,0.02282,0.12284409201506367,1564,0.005697,0.45301,2261
525,0.02388,0.0811894600154765,975,0.00369,0.22738818989218357,1535,0.000895,0.72837,2232
524,0.02167,0.08371250648363103,992,0.014832,0.14640728029505454,1574,0.009869,0.35407,2281
519,0.01275,0.09717605160425771,990,0.012741,0.1548546539760021,1567,0.006766,0.44869,2299
505,0.002143,0.14269829788659802,958,0.000679,0.32679388198607784,1551,0.002709,0.5966,2248
514,0.007146,0.11208988336077409,1004,0.033659,0.10193759807570915,1544,0.00172,0.64544,2221
526,0.026259,0.07872188529824783,1012,0.053995,0.07808020250936908,1583,0.015542,0.30283,2292
533,0.048258,0.06295740354060068,1009,0.045482,0.08650170261383684,1616,0.062132,0.07412,2293
492,0.000231,0.1955090947935819,968,0.00189,0.266378594648863,1564,0.005697,0.45301,2281
518,0.011439,0.10004136818048001,1015,0.063715,0.0702681444955853,1577,0.011537,0.34986,2279
505,0.002143,0.14269829788659802,967,0.001722,0.2721863629482276,1584,0.016284,0.26259,2291
519,0.01275,0.09717605160425771,984,0.007966,0.1819569959217331,1573,0.009359,0.39689,2270
519,0.01275,0.09717605160425771,1005,0.03579,0.09870788939133658,1596,0.028082,0.18432,2293
485,4.7e-05,0.22800182754911544,981,0.006171,0.19647964118820407,1506,9.4e-05,0.90376,2278
532,0.044502,0.06505180923841214,975,0.00369,0.22738818989218357,1501,5.8e-05,0.92171,2258
520,0.014267,0.09436879441500223,969,0.002092,0.2606278450050883,1569,0.007588,0.40304,2251
526,0.026259,0.07872188529824783,995,0.018428,0.13429188775212894,1558,0.004082,0.54556,2290
529,0.034503,0.07164685292425027,1007,0.040545,0.09246325633583473,1603,0.037519,0.14832,2300
535,0.056514,0.0589208016905911,1012,0.053995,0.07808020250936908,1598,0.030566,0.18239,2300
531,0.041003,0.06719778406910008,1009,0.045482,0.08650170261383684,1587,0.01874,0.25879,2244
534,0.052241,0.0609139459038858,992,0.014832,0.14640728029505454,1609,0.04783,0.09745,2251
534,0.052241,0.0609139459038858,999,0.024403,0.11917618755716608,1587,0.01874,0.25879,2279
526,0.026259,0.07872188529824783,1012,0.053995,0.07808020250936908,1588,0.019605,0.25758,2280
513,0.006334,0.11525026582437176,988,0.010923,0.16359693617424872,1557,0.00386,0.54722,2279
519,0.01275,0.09717605160425771,991,0.013703,0.15059400098504225,1575,0.010438,0.35256,2297
533,0.048258,0.06295740354060068,978,0.004839,0.21163004105402708,1510,0.000134,0.88401,2257
523,0.019568,0.08629150947747893,957,0.000615,0.3330936531441198,1573,0.009359,0.39689,2245
525,0.02388,0.0811894600154765,994,0.017146,0.1382561561189221,1536,0.000971,0.72714,2233
526,0.026259,0.07872188529824783,980,0.005703,0.20146093105263113,1525,0.00043,0.80163,2247
509,0.00377,0.1284914524482879,940,9.2e-05,0.44494097119019543,1521,0.000318,0.83168,2253
528,0.031587,0.07395111427328879,976,0.004013,0.22206934473661805,1573,0.009359,0.39689,2280
515,0.008088,0.10898906461665049,997,0.02129,0.12658592461451013,1518,0.000247,0.85731,2230
521,0.015881,0.09161922121937276,1001,0.027857,0.11206137253379161,1608,0.045945,0.1199,2280
522,0.017592,0.08892693333344363,967,0.001722,0.2721863629482276,1527,0.000498,0.79927,2244
525,0.02388,0.0811894600154765,983,0.007318,0.186727058016664,1576,0.010979,0.35135,2263
526,0.026259,0.07872188529824783,970,0.002319,0.2549353721501601,1580,0.013493,0.30675,2280
514,0.007146,0.11208988336077409,976,0.004013,0.22206934473661805,1544,0.00172,0.64544,2281
531,0.041003,0.06719778406910008,1005,0.03579,0.09870788939133658,1541,0.001371,0.68676,2283
505,0.002143,0.14269829788659802,992,0.014832,0.14640728029505454,1583,0.015542,0.30283,2260
525,0.02388,0.0811894600154765,990,0.012741,0.1548546539760021,1580,0.013493,0.30675,2222
504,0.001879,0.1464013056895814,973,0.003098,0.23821956795561378,1547,0.002073,0.64148,2294
522,0.017592,0.08892693333344363,1015,0.063715,0.0702681444955853,1550,0.002533,0.59829,2242
535,0.056514,0.0589208016905911,1000,0.026039,0.11558202443498841,1613,0.055648,0.09458,2300
507,0.002863,0.13547385676804075,966,0.001548,0.27804984797236265,1598,0.030566,0.18239,2280
526,0.026259,0.07872188529824783,996,0.019844,0.1304018254689262,1583,0.015542,0.30283,2270
505,0.002143,0.14269829788659802,975,0.00369,0.22738818989218357,1548,0.002223,0.63986,2265
526,0.026259,0.07872188529824783,1005,0.03579,0.09870788939133658,1584,0.016284,0.26259,2281
533,0.048258,0.06295740354060068,988,0.010923,0.16359693617424872,1552,0.002885,0.5952,2284
532,0.044502,0.06505180923841214,996,0.019844,0.1304018254689262,1528,0.00054,0.79821,2250
520,0.014267,0.09436879441500223,968,0.00189,0.266378594648863,1552,0.002885,0.5952,2299
518,0.011439,0.10004136818048001,980,0.005703,0.20146093105263113,1567,0.006766,0.44869,2274
533,0.048258,0.06295740354060068,969,0.002092,0.2606278450050883,1569,0.007588,0.40304,2256
535,0.056514,0.0589208016905911,993,0.015952,0.14229463445134527,1566,0.006415,0.4501,2283
493,0.000287,0.19109266493958718,955,0.000481,0.34581323026975197,1602,0.036068,0.14929,2299
524,0.02167,0.08371250648363103,973,0.003098,0.23821956795561378,1601,0.034595,0.15017,2268
533,0.048258,0.06295740354060068,984,0.007966,0.1819569959217331,1591,0.022435,0.22018,2298
514,0.007146,0.11208988336077409,1011,0.051058,0.08081874884681862,1608,0.045945,0.1199,2289
523,0.019568,0.08629150947747893,986,0.009392,0.17263202146860682,1530,0.000623,0.76669,2197
518,0.011439,0.10004136818048001,1005,0.03579,0.09870788939133658,1550,0.002533,0.59829,2262
528,0.031587,0.07395111427328879,1000,0.026039,0.11558202443498841,1582,0.014835,0.30422,2214
533,0.048258,0.06295740354060068,1007,0.040545,0.09246325633583473,1565,0.006049,0.45153,2277
533,0.048258,0.06295740354060068,988,0.010923,0.16359693617424872,1582,0.014835,0.30422,2284
526,0.026259,0.07872188529824783,1012,0.053995,0.07808020250936908,1604,0.039127,0.12314,2300
535,0.056514,0.0589208016905911,1005,0.03579,0.09870788939133658,1593,0.0246,0.21777,2284
523,0.019568,0.08629150947747893,980,0.005703,0.20146093105263113,1588,0.019605,0.25758,2289
512,0.005586,0.1184704339272214,972,0.002811,0.2437300834521658,1592,0.023531,0.21899,2279
518,0.011439,0.10004136818048001,992,0.014832,0.14640728029505454,1570,0.008002,0.40158,2262
509,0.00377,0.1284914524482879,991,0.013703,0.15059400098504225,1553,0.003059,0.59378,2300
529,0.034503,0.07164685292425027,996,0.019844,0.1304018254689262,1588,0.019605,0.25758,2255
518,0.011439,0.10004136818048001,969,0.002092,0.2606278450050883,1557,0.00386,0.54722,2299
533,0.048258,0.06295740354060068,971,0.002533,0.2493023934405924,1548,0.002223,0.63986,2240
498,0.000707,0.16988549582495266,979,0.005218,0.20651131130799644,1583,0.015542,0.30283,2297
530,0.037632,0.06939593476131409,1009,0.045482,0.08650170261383684,1571,0.008412,0.40015,2244
519,0.01275,0.09717605160425771,1007,0.040545,0.09246325633583473,1597,0.029314,0.18339,2294
526,0.026259,0.07872188529824783,943,0.000125,0.4247452836207227,1552,0.002885,0.5952,2274
532,0.044502,0.06505180923841214,938,7.2e-05,0.45845306034348055,1463,4e-06,0.98941,2145
513,0.006334,0.11525026582437176,1008,0.042959,0.08944736102149425,1593,0.0246,0.21777,2300
490,0.000152,0.20451362154857902,942,0.000107,0.4314649222194688,1538,0.001101,0.72452,2265
528,0.031587,0.07395111427328879,1008,0.042959,0.08944736102149425,1513,0.000174,0.88183,2294
512,0.005586,0.1184704339272214,1004,0.033659,0.10193759807570915,1528,0.00054,0.79821,2215
498,0.000707,0.16988549582495266,978,0.004839,0.21163004105402708,1544,0.00172,0.64544,2246
521,0.015881,0.09161922121937276,985,0.008669,0.17725848744970762,1571,0.008412,0.40015,2298
523,0.019568,0.08629150947747893,997,0.02129,0.12658592461451013,1562,0.005052,0.49791,2254
526,0.026259,0.07872188529824783,1007,0.040545,0.09246325633583473,1558,0.004082,0.54556,2285
530,0.037632,0.06939593476131409,982,0.00671,0.19156813642141995,1547,0.002073,0.64148,2299
525,0.02388,0.0811894600154765,971,0.002533,0.2493023934405924,1553,0.003059,0.59378,2275
526,0.026259,0.07872188529824783,993,0.015952,0.14229463445134527,1595,0.026909,0.18542,2282
505,0.002143,0.14269829788659802,1000,0.026039,0.11558202443498841,1530,0.000623,0.76669,2237
525,0.02388,0.0811894600154765,987,0.010134,0.16807804111208538,1575,0.010438,0.35256,2247
524,0.02167,0.08371250648363103,1002,0.029719,0.10861396516586448,1572,0.008891,0.39839,2286
528,0.031587,0.07395111427328879,997,0.02129,0.12658592461451013,1540,0.001266,0.68798,2257
523,0.019568,0.08629150947747893,978,0.004839,0.21163004105402708,1545,0.001831,0.64414,2258
528,0.031587,0.07395111427328879,987,0.010134,0.16807804111208538,1555,0.00341,0.55038,2217
530,0.037632,0.06939593476131409,1015,0.063715,0.0702681444955853,1600,0.033204,0.15109,2254
523,0.019568,0.08629150947747893,995,0.018428,0.13429188775212894,1586,0.017872,0.25989,2238
524,0.02167,0.08371250648363103,1014,0.06028,0.0728056174696529,1593,0.0246,0.21777,2300
533,0.048258,0.06295740354060068,995,0.018428,0.13429188775212894,1609,0.04783,0.09745,2291
521,0.015881,0.09161922121937276,972,0.002811,0.2437300834521658,1580,0.013493,0.30675,2297
529,0.034503,0.07164685292425027,999,0.024403,0.11917618755716608,1578,0.012181,0.34839,2295
509,0.00377,0.1284914524482879,978,0.004839,0.21163004105402708,1582,0.014835,0.30422,2279
512,0.005586,0.1184704339272214,992,0.014832,0.14640728029505454,1567,0.006766,0.44869,2259
509,0.00377,0.1284914524482879,992,0.014832,0.14640728029505454,1539,0.00118,0.68915,2211
522,0.017592,0.08892693333344363,956,0.000556,0.33943400101766535,1515,0.000198,0.85989,2292
535,0.056514,0.0589208016905911,982,0.00671,0.19156813642141995,1508,0.000112,0.90257,2255
507,0.002863,0.13547385676804075,951,0.000321,0.37168404174874053,1545,0.001831,0.64414,2287
502,0.001373,0.15398866884503148,1005,0.03579,0.09870788939133658,1576,0.010979,0.35135,2273
525,0.02388,0.0811894600154765,997,0.02129,0.12658592461451013,1609,0.04783,0.09745,2291
529,0.034503,0.07164685292425027,977,0.004388,0.21681633205714562,1555,0.00341,0.55038,2297
531,0.041003,0.06719778406910008,1011,0.051058,0.08081874884681862,1603,0.037519,0.14832,2300
528,0.031587,0.07395111427328879,987,0.010134,0.16807804111208538,1578,0.012181,0.34839,2295
528,0.031587,0.07395111427328879,992,0.014832,0.14640728029505454,1557,0.00386,0.54722,2278
524,0.02167,0.08371250648363103,992,0.014832,0.14640728029505454,1543,0.001585,0.68419,2295
533,0.048258,0.06295740354060068,987,0.010134,0.16807804111208538,1603,0.037519,0.14832,2295
523,0.019568,0.08629150947747893,959,0.000756,0.3205363547882977,1493,3e-05,0.94887,2235
523,0.019568,0.08629150947747893,957,0.000615,0.3330936531441198,1526,0.00046,0.80044,2243
514,0.007146,0.11208988336077409,997,0.02129,0.12658592461451013,1578,0.012181,0.34839,2295
534,0.052241,0.0609139459038858,983,0.007318,0.186727058016664,1557,0.00386,0.54722,2279
489,0.000122,0.20910073511053187,1002,0.029719,0.10861396516586448,1552,0.002885,0.5952,2299
532,0.044502,0.06505180923841214,1000,0.026039,0.11558202443498841,1588,0.019605,0.25758,2295
535,0.056514,0.0589208016905911,1006,0.038133,0.09554993085534054,1602,0.036068,0.14929,2229
511,0.004881,0.12175058188744681,979,0.005218,0.20651131130799644,1558,0.004082,0.54556,2265
508,0.003275,0.1319524201119132,949,0.000264,0.3848066872939196,1482,1.2e-05,0.96859,2244
530,0.037632,0.06939593476131409,988,0.010923,0.16359693617424872,1576,0.010979,0.35135,2228
506,0.002501,0.13905581029067357,996,0.019844,0.1304018254689262,1549,0.002376,0.59962,2271
517,0.010187,0.10296509556568055,938,7.2e-05,0.45845306034348055,1564,0.005697,0.45301,2296
531,0.041003,0.06719778406910008,973,0.003098,0.23821956795561378,1547,0.002073,0.64148,2249
512,0.005586,0.1184704339272214,946,0.000178,0.4046831880700783,1538,0.001101,0.72452,2270
521,0.015881,0.09161922121937276,1005,0.03579,0.09870788939133658,1598,0.030566,0.18239,2300
531,0.041003,0.06719778406910008,987,0.010134,0.16807804111208538,1588,0.019605,0.25758,2259
527,0.028861,0.07630927785866647,982,0.00671,0.19156813642141995,1577,0.011537,0.34986,2299
524,0.02167,0.08371250648363103,995,0.018428,0.13429188775212894,1590,0.021501,0.22131,2282
528,0.031587,0.07395111427328879,983,0.007318,0.186727058016664,1509,0.000124,0.88475,2171
499,0.000833,0.16582144211067898,962,0.001048,0.30203345299501594,1594,0.02572,0.18643,2296
524,0.02167,0.08371250648363103,959,0.000756,0.3205363547882977,1529,0.000576,0.76786,2281
531,0.041003,0.06719778406910008,1005,0.03579,0.09870788939133658,1564,0.005697,0.45301,2276
529,0.034503,0.07164685292425027,972,0.002811,0.2437300834521658,1550,0.002533,0.59829,2272
499,0.000833,0.16582144211067898,939,8.1e-05,0.4516934879135729,1552,0.002885,0.5952,2279
504,0.001879,0.1464013056895814,996,0.019844,0.1304018254689262,1557,0.00386,0.54722,2269
508,0.003275,0.1319524201119132,983,0.007318,0.186727058016664,1549,0.002376,0.59962,2271
512,0.005586,0.1184704339272214,973,0.003098,0.23821956795561378,1536,0.000971,0.72714,2243
530,0.037632,0.06939593476131409,986,0.009392,0.17263202146860682,1547,0.002073,0.64148,2244
528,0.031587,0.07395111427328879,995,0.018428,0.13429188775212894,1553,0.003059,0.59378,2300
531,0.041003,0.06719778406910008,999,0.024403,0.11917618755716608,1558,0.004082,0.54556,2300
528,0.031587,0.07395111427328879,966,0.001548,0.27804984797236265,1550,0.002533,0.59829,2247
535,0.056514,0.0589208016905911,983,0.007318,0.186727058016664,1560,0.004523,0.50116,2295
532,0.044502,0.06505180923841214,1012,0.053995,0.07808020250936908,1581,0.014124,0.30552,2283
508,0.003275,0.1319524201119132,960,0.000843,0.3143227082258305,1512,0.000161,0.88264,2284
523,0.019568,0.08629150947747893,970,0.002319,0.2549353721501601,1576,0.010979,0.35135,2288
523,0.019568,0.08629150947747893,993,0.015952,0.14229463445134527,1605,0.040808,0.12226,2252
525,0.02388,0.0811894600154765,992,0.014832,0.14640728029505454,1556,0.003609,0.54886,2293
532,0.044502,0.06505180923841214,968,0.00189,0.266378594648863,1498,4.6e-05,0.9365,2140
530,0.037632,0.06939593476131409,996,0.019844,0.1304018254689262,1559,0.004308,0.50272,2266
523,0.019568,0.08629150947747893,995,0.018428,0.13429188775212894,1600,0.033204,0.15109,2272
530,0.037632,0.06939593476131409,1001,0.027857,0.11206137253379161,1577,0.011537,0.34986,2264
524,0.02167,0.08371250648363103,1012,0.053995,0.07808020250936908,1618,0.066798,0.07304,2295
520,0.014267,0.09436879441500223,1013,0.05705,0.07540939284217735,1587,0.01874,0.25879,2276
526,0.026259,0.07872188529824783,979,0.005218,0.20651131130799644,1576,0.010979,0.35135,2298
533,0.048258,0.06295740354060068,990,0.012741,0.1548546539760021,1562,0.005052,0.49791,2299
486,6.1e-05,0.2231948750466054,956,0.000556,0.33943400101766535,1528,0.00054,0.79821,2265
519,0.01275,0.09717605160425771,963,0.001144,0.29596095314786397,1528,0.00054,0.79821,2225
531,0.041003,0.06719778406910008,993,0.015952,0.14229463445134527,1577,0.011537,0.34986,2274
527,0.028861,0.07630927785866647,991,0.013703,0.15059400098504225,1559,0.004308,0.50272,2256
535,0.056514,0.0589208016905911,992,0.014832,0.14640728029505454,1530,0.000623,0.76669,2262
521,0.015881,0.09161922121937276,968,0.00189,0.266378594648863,1565,0.006049,0.45153,2297
530,0.037632,0.06939593476131409,996,0.019844,0.1304018254689262,1600,0.033204,0.15109,2287
535,0.056514,0.0589208016905911,1006,0.038133,0.09554993085534054,1560,0.004523,0.50116,2237
534,0.052241,0.0609139459038858,965,0.001382,0.28396770626223383,1569,0.007588,0.40304,2281
530,0.037632,0.06939593476131409,1007,0.040545,0.09246325633583473,1601,0.034595,0.15017,2273
526,0.026259,0.07872188529824783,998,0.02282,0.12284409201506367,1612,0.053611,0.09518,2274
519,0.01275,0.09717605160425771,982,0.00671,0.19156813642141995,1590,0.021501,0.22131,2277
529,0.034503,0.07164685292425027,989,0.011784,0.1591890450684071,1535,0.000895,0.72837,2267
526,0.026259,0.07872188529824783,1002,0.029719,0.10861396516586448,1562,0.005052,0.49791,2293
514,0.007146,0.11208988336077409,1015,0.063715,0.0702681444955853,1572,0.008891,0.39839,2274
531,0.041003,0.06719778406910008,985,0.008669,0.17725848744970762,1553,0.003059,0.59378,2265
527,0.028861,0.07630927785866647,991,0.013703,0.15059400098504225,1556,0.003609,0.54886,2298
523,0.019568,0.08629150947747893,979,0.005218,0.20651131130799644,1565,0.006049,0.45153,2287
534,0.052241,0.0609139459038858,1004,0.033659,0.10193759807570915,1580,0.013493,0.30675,2297
523,0.019568,0.08629150947747893,966,0.001548,0.27804984797236265,1554,0.00322,0.55197,2285
530,0.037632,0.06939593476131409,978,0.004839,0.21163004105402708,1578,0.012181,0.34839,2245
531,0.041003,0.06719778406910008,983,0.007318,0.186727058016664,1543,0.001585,0.68419,2260
527,0.028861,0.07630927785866647,981,0.006171,0.19647964118820407,1607,0.044143,0.12065,2279
530,0.037632,0.06939593476131409,988,0.010923,0.16359693617424872,1557,0.00386,0.54722,2229
528,0.031587,0.07395111427328879,984,0.007966,0.1819569959217331,1594,0.02572,0.18643,2291
532,0.044502,0.06505180923841214,1016,0.067128,0.06779621344538382,1576,0.010979,0.35135,2278
526,0.026259,0.07872188529824783,986,0.009392,0.17263202146860682,1542,0.001472,0.68557,2259
507,0.002863,0.13547385676804075,949,0.000264,0.3848066872939196,1509,0.000124,0.88475,2259
531,0.041003,0.06719778406910008,988,0.010923,0.16359693617424872,1524,0.000406,0.80267,2296
522,0.017592,0.08892693333344363,1000,0.026039,0.11558202443498841,1578,0.012181,0.34839,2300
518,0.011439,0.10004136818048001,997,0.02129,0.12658592461451013,1577,0.011537,0.34986,2294
530,0.037632,0.06939593476131409,966,0.001548,0.27804984797236265,1552,0.002885,0.5952,2290
532,0.044502,0.06505180923841214,986,0.009392,0.17263202146860682,1589,0.020539,0.22261,2296
531,0.041003,0.06719778406910008,987,0.010134,0.16807804111208538,1570,0.008002,0.40158,2282
529,0.034503,0.07164685292425027,1008,0.042959,0.08944736102149425,1615,0.059909,0.07469,2279
535,0.056514,0.0589208016905911,987,0.010134,0.16807804111208538,1610,0.049684,0.09661,2287
535,0.056514,0.0589208016905911,1009,0.045482,0.08650170261383684,1536,0.000971,0.72714,2293
527,0.028861,0.07630927785866647,969,0.002092,0.2606278450050883,1568,0.007169,0.44727,2265
524,0.02167,0.08371250648363103,983,0.007318,0.186727058016664,1568,0.007169,0.44727,2285
532,0.044502,0.06505180923841214,976,0.004013,0.22206934473661805,1536,0.000971,0.72714,2253
515,0.008088,0.10898906461665049,988,0.010923,0.16359693617424872,1596,0.028082,0.18432,2288
504,0.001879,0.1464013056895814,976,0.004013,0.22206934473661805,1550,0.002533,0.59829,2212
522,0.017592,0.08892693333344363,996,0.019844,0.1304018254689262,1584,0.016284,0.26259,2276
517,0.010187,0.10296509556568055,981,0.006171,0.19647964118820407,1532,0.000712,0.76421,2249
524,0.02167,0.08371250648363103,984,0.007966,0.1819569959217331,1533,0.000768,0.76307,2300
533,0.048258,0.06295740354060068,1007,0.040545,0.09246325633583473,1589,0.020539,0.22261,2271
528,0.031587,0.07395111427328879,980,0.005703,0.20146093105263113,1538,0.001101,0.72452,2295
528,0.031587,0.07395111427328879,974,0.003392,0.2327719264074534,1572,0.008891,0.39839,2279
527,0.028861,0.07630927785866647,1008,0.042959,0.08944736102149425,1599,0.0319,0.15219,2286
524,0.02167,0.08371250648363103,973,0.003098,0.23821956795561378,1578,0.012181,0.34839,2285
529,0.034503,0.07164685292425027,1009,0.045482,0.08650170261383684,1572,0.008891,0.39839,2299
517,0.010187,0.10296509556568055,975,0.00369,0.22738818989218357,1557,0.00386,0.54722,2299
518,0.011439,0.10004136818048001,968,0.00189,0.266378594648863,1546,0.001944,0.64278,2278
530,0.037632,0.06939593476131409,971,0.002533,0.2493023934405924,1542,0.001472,0.68557,2274
517,0.010187,0.10296509556568055,973,0.003098,0.23821956795561378,1606,0.042451,0.12152,2283
521,0.015881,0.09161922121937276,995,0.018428,0.13429188775212894,1555,0.00341,0.55038,2261
510,0.004268,0.1250908756684736,955,0.000481,0.34581323026975197,1520,0.000294,0.83244,2230
533,0.048258,0.06295740354060068,1011,0.051058,0.08081874884681862,1572,0.008891,0.39839,2300
533,0.048258,0.06295740354060068,992,0.014832,0.14640728029505454,1535,0.000895,0.72837,2272
525,0.02388,0.0811894600154765,979,0.005218,0.20651131130799644,1543,0.001585,0.68419,2242
523,0.019568,0.08629150947747893,967,0.001722,0.2721863629482276,1584,0.016284,0.26259,2271
506,0.002501,0.13905581029067357,954,0.000428,0.3522296143951197,1539,0.00118,0.68915,2271
534,0.052241,0.0609139459038858,983,0.007318,0.186727058016664,1602,0.036068,0.14929,2279
